Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
sample1_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2092999964952469,0.08150000125169754,0.41130000352859497,0.13699999451637268,0.7986999750137329,0.005400000140070915,0.01080000028014183,0.11699999868869781,0.08590000122785568,0.07069999724626541
sample2_GFP_fused,Cytoplasm|Nucleus|Extracellular,Nuclear localization signal,0.5960999727249146,0.5546000003814697,0.7552000284194946,0.07209999859333038,0.21940000355243683,0.02459999918937683,0.031300000846385956,0.06300000101327896,0.0706000030040741,0.02800000086426735
sample3_GFP_fused,Cytoplasm|Mitochondrion,Mitochondrial transit peptide,0.5575000047683716,0.25459998846054077,0.3425000011920929,0.1454000025987625,0.9039000272750854,0.05950000137090683,0.13940000534057617,0.06360000371932983,0.04859999939799309,0.05590000003576279
sample4_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3411000072956085,0.12309999763965607,0.21379999816417694,0.0966000035405159,0.9269000291824341,0.018200000748038292,0.01769999973475933,0.043299999088048935,0.035999998450279236,0.11980000138282776
sample5_GFP_fused,Mitochondrion,,0.451200008392334,0.39480000734329224,0.5892999768257141,0.07209999859333038,0.6517000198364258,0.05700000002980232,0.0142000000923872,0.06639999896287918,0.046799998730421066,0.11230000108480453
sample6_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.39890000224113464,0.20319999754428864,0.5504999756813049,0.08320000022649765,0.8307999968528748,0.04439999908208847,0.01640000008046627,0.06109999865293503,0.05420000106096268,0.2305999994277954
sample7_GFP_fused,Cytoplasm|Nucleus|Extracellular,,0.49559998512268066,0.5149000287055969,0.9354000091552734,0.1446000039577484,0.2402999997138977,0.020600000396370888,0.03240000084042549,0.13220000267028809,0.12430000305175781,0.1420000046491623
sample8_GFP_fused,Cytoplasm|Extracellular,,0.5271999835968018,0.2669999897480011,0.720300018787384,0.13609999418258667,0.5651999711990356,0.05469999834895134,0.08240000158548355,0.06199999898672104,0.06679999828338623,0.032499998807907104
sample9_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2892000079154968,0.09449999779462814,0.48260000348091125,0.1234000027179718,0.7688000202178955,0.0820000022649765,0.04050000011920929,0.10689999908208847,0.19820000231266022,0.16910000145435333
sample10_GFP_fused,Cytoplasm,,0.6699000000953674,0.32429999113082886,0.438400000333786,0.2685999870300293,0.48030000925064087,0.08950000256299973,0.24150000512599945,0.0877000018954277,0.15209999680519104,0.024900000542402267
sample11_GFP_fused,Extracellular,,0.3783000111579895,0.22380000352859497,0.8414000272750854,0.14249999821186066,0.43849998712539673,0.09459999948740005,0.0997999981045723,0.08940000087022781,0.10840000212192535,0.11710000038146973
sample12_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.30720001459121704,0.22990000247955322,0.5188000202178955,0.16050000488758087,0.8370000123977661,0.02070000022649765,0.035999998450279236,0.14839999377727509,0.06369999796152115,0.15780000388622284
sample13_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.4178999960422516,0.2214999943971634,0.43619999289512634,0.06530000269412994,0.863099992275238,0.0812000036239624,0.01080000028014183,0.03620000183582306,0.019300000742077827,0.20890000462532043
sample14_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.33899998664855957,0.11230000108480453,0.5730000138282776,0.14339999854564667,0.6869999766349792,0.15330000221729279,0.04619999974966049,0.20890000462532043,0.1768999993801117,0.08049999922513962
sample15_GFP_fused,Cytoplasm|Extracellular,,0.541100025177002,0.3167000114917755,0.7454000115394592,0.2312999963760376,0.4408999979496002,0.09440000355243683,0.08739999681711197,0.06750000268220901,0.08139999955892563,0.006599999964237213
sample16_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.24629999697208405,0.11500000208616257,0.36320000886917114,0.12120000272989273,0.9047999978065491,0.016599999740719795,0.030700000002980232,0.11050000041723251,0.08910000324249268,0.05739999935030937
sample17_GFP_fused,Extracellular,Signal peptide,0.30730000138282776,0.12200000137090683,0.6399000287055969,0.25099998712539673,0.3619999885559082,0.16369999945163727,0.16859999299049377,0.27079999446868896,0.23759999871253967,0.44690001010894775
sample18_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.39660000801086426,0.29829999804496765,0.3919999897480011,0.08290000259876251,0.8859000205993652,0.01209999993443489,0.02370000071823597,0.07970000058412552,0.0414000004529953,0.08250000327825546
sample19_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.39160001277923584,0.1704999953508377,0.22709999978542328,0.09629999846220016,0.7878999710083008,0.02710000053048134,0.025499999523162842,0.049400001764297485,0.08399999886751175,0.18889999389648438
sample20_GFP_fused,Extracellular|Mitochondrion,,0.21940000355243683,0.2964000105857849,0.6388999819755554,0.0868000015616417,0.6784999966621399,0.3528999984264374,0.1298999935388565,0.06859999895095825,0.07900000363588333,0.05689999833703041
sample21_GFP_fused,Cytoplasm,Nuclear export signal,0.6668999791145325,0.43630000948905945,0.2125999927520752,0.39010000228881836,0.3328000009059906,0.09179999679327011,0.3652999997138977,0.11789999902248383,0.17389999330043793,0.15479999780654907
